Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Fetched_At
2025-06-10 09:30:00-04:00,200.60000610351562,203.35690307617188,200.57000732421875,202.8699951171875,13200692,0.0,0.0,2025-06-19 10:56:46
2025-06-10 10:30:00-04:00,202.86000061035156,204.35000610351562,202.72999572753906,203.31500244140625,6624997,0.0,0.0,2025-06-19 10:56:46
2025-06-10 11:30:00-04:00,203.32000732421875,203.32000732421875,202.3000946044922,202.53880310058594,4294134,0.0,0.0,2025-06-19 10:56:46
2025-06-10 12:30:00-04:00,202.52999877929688,202.76300048828125,201.75,201.75999450683594,4163222,0.0,0.0,2025-06-19 10:56:46
2025-06-10 13:30:00-04:00,201.77499389648438,202.10000610351562,201.30999755859375,201.6999969482422,5126577,0.0,0.0,2025-06-19 10:56:46
2025-06-10 14:30:00-04:00,201.69000244140625,203.22500610351562,201.60000610351562,202.82000732421875,4955808,0.0,0.0,2025-06-19 10:56:46
2025-06-10 15:30:00-04:00,202.82110595703125,202.97500610351562,202.3300018310547,202.75,4081286,0.0,0.0,2025-06-19 10:56:46
2025-06-11 09:30:00-04:00,203.47000122070312,204.5,202.3300018310547,202.76010131835938,10386969,0.0,0.0,2025-06-19 10:56:46
2025-06-11 10:30:00-04:00,202.75999450683594,202.77000427246094,200.91000366210938,200.94000244140625,7233304,0.0,0.0,2025-06-19 10:56:46
2025-06-11 11:30:00-04:00,200.89500427246094,201.1699981689453,199.65960693359375,200.2071075439453,10232286,0.0,0.0,2025-06-19 10:56:46
2025-06-11 12:30:00-04:00,200.19070434570312,201.2364959716797,200.18499755859375,200.91000366210938,5829259,0.0,0.0,2025-06-19 10:56:46
2025-06-11 13:30:00-04:00,200.90499877929688,200.98500061035156,198.7100067138672,199.23919677734375,6328313,0.0,0.0,2025-06-19 10:56:46
2025-06-11 14:30:00-04:00,199.22000122070312,199.60000610351562,198.6199951171875,198.97999572753906,6509313,0.0,0.0,2025-06-19 10:56:46
2025-06-11 15:30:00-04:00,198.9499969482422,199.125,198.41000366210938,198.85000610351562,6085149,0.0,0.0,2025-06-19 10:56:46
2025-06-12 09:30:00-04:00,199.0800018310547,199.38999938964844,197.360107421875,198.0666961669922,10588317,0.0,0.0,2025-06-19 10:56:46
2025-06-12 10:30:00-04:00,198.0800018310547,198.9250030517578,197.86270141601562,198.14999389648438,5324558,0.0,0.0,2025-06-19 10:56:46
2025-06-12 11:30:00-04:00,198.13369750976562,198.63999938964844,197.7550048828125,198.58999633789062,3767271,0.0,0.0,2025-06-19 10:56:46
2025-06-12 12:30:00-04:00,198.5800018310547,199.44000244140625,198.2100067138672,199.25999450683594,4180542,0.0,0.0,2025-06-19 10:56:46
2025-06-12 13:30:00-04:00,199.25999450683594,199.67990112304688,198.6696014404297,198.75,3327745,0.0,0.0,2025-06-19 10:56:46
2025-06-12 14:30:00-04:00,198.75999450683594,199.0500030517578,198.5449981689453,198.88499450683594,3064478,0.0,0.0,2025-06-19 10:56:46
2025-06-12 15:30:00-04:00,198.8800048828125,199.1999969482422,198.39999389648438,199.1999969482422,3810648,0.0,0.0,2025-06-19 10:56:46
2025-06-13 09:30:00-04:00,199.50999450683594,200.3699951171875,195.91000366210938,196.15499877929688,14838318,0.0,0.0,2025-06-19 10:56:46
2025-06-13 10:30:00-04:00,196.13999938964844,197.63999938964844,195.97999572753906,197.50999450683594,5870070,0.0,0.0,2025-06-19 10:56:46
2025-06-13 11:30:00-04:00,197.52000427246094,198.04750061035156,197.2100067138672,197.27000427246094,4078021,0.0,0.0,2025-06-19 10:56:46
2025-06-13 12:30:00-04:00,197.2899932861328,197.57000732421875,196.9199981689453,197.27000427246094,3611125,0.0,0.0,2025-06-19 10:56:46
2025-06-13 13:30:00-04:00,197.25,197.7100067138672,196.22000122070312,196.2779998779297,4012087,0.0,0.0,2025-06-19 10:56:46
2025-06-13 14:30:00-04:00,196.25999450683594,196.63999938964844,195.80999755859375,196.22000122070312,5166232,0.0,0.0,2025-06-19 10:56:46
2025-06-13 15:30:00-04:00,196.24000549316406,196.69000244140625,195.77000427246094,196.4499969482422,5657582,0.0,0.0,2025-06-19 10:56:46
2025-06-16 09:30:00-04:00,197.2899932861328,198.68499755859375,196.5635986328125,198.42999267578125,10592906,0.0,0.0,2025-06-19 10:56:46
2025-06-16 10:30:00-04:00,198.43499755859375,198.66000366210938,197.1649932861328,197.31500244140625,5091014,0.0,0.0,2025-06-19 10:56:46
2025-06-16 11:30:00-04:00,197.30999755859375,197.6300048828125,196.875,197.0800018310547,4269679,0.0,0.0,2025-06-19 10:56:46
2025-06-16 12:30:00-04:00,197.10000610351562,197.9550018310547,197.02000427246094,197.875,2678380,0.0,0.0,2025-06-19 10:56:46
2025-06-16 13:30:00-04:00,197.88499450683594,198.19000244140625,197.77000427246094,197.9886932373047,3200825,0.0,0.0,2025-06-19 10:56:46
2025-06-16 14:30:00-04:00,197.99000549316406,198.39999389648438,197.66000366210938,198.2449951171875,3569146,0.0,0.0,2025-06-19 10:56:46
2025-06-16 15:30:00-04:00,198.2449951171875,198.49000549316406,197.92999267578125,198.3699951171875,4718967,0.0,0.0,2025-06-19 10:56:46
2025-06-17 09:30:00-04:00,197.25,197.92999267578125,196.2550048828125,197.5800018310547,7902396,0.0,0.0,2025-06-19 10:56:46
2025-06-17 10:30:00-04:00,197.58299255371094,197.7899932861328,197.3249969482422,197.5800018310547,3367583,0.0,0.0,2025-06-19 10:56:46
2025-06-17 11:30:00-04:00,197.58999633789062,198.38890075683594,197.4600067138672,197.61500549316406,3514424,0.0,0.0,2025-06-19 10:56:46
2025-06-17 12:30:00-04:00,197.61000061035156,197.845703125,196.46499633789062,196.52000427246094,4473741,0.0,0.0,2025-06-19 10:56:46
2025-06-17 13:30:00-04:00,196.50999450683594,196.82000732421875,195.2100067138672,195.4600067138672,4011630,0.0,0.0,2025-06-19 10:56:46
2025-06-17 14:30:00-04:00,195.47999572753906,195.94000244140625,195.42030334472656,195.83999633789062,3616427,0.0,0.0,2025-06-19 10:56:46
2025-06-17 15:30:00-04:00,195.85000610351562,195.88499450683594,195.4409942626953,195.63999938964844,4321581,0.0,0.0,2025-06-19 10:56:46
2025-06-18 09:30:00-04:00,195.9199981689453,197.50999450683594,195.07000732421875,197.06019592285156,8663131,0.0,0.0,2025-06-19 10:56:46
2025-06-18 10:30:00-04:00,197.11000061035156,197.57000732421875,196.63499450683594,196.94000244140625,3977500,0.0,0.0,2025-06-19 10:56:46
2025-06-18 11:30:00-04:00,196.85000610351562,197.22999572753906,196.50030517578125,196.9508056640625,2676891,0.0,0.0,2025-06-19 10:56:46
2025-06-18 12:30:00-04:00,196.94000244140625,197.02000427246094,196.0500030517578,196.05999755859375,2527979,0.0,0.0,2025-06-19 10:56:46
2025-06-18 13:30:00-04:00,196.07000732421875,196.97999572753906,195.6300048828125,195.91000366210938,3683814,0.0,0.0,2025-06-19 10:56:46
2025-06-18 14:30:00-04:00,195.9199981689453,196.4499969482422,195.11000061035156,195.63999938964844,5009904,0.0,0.0,2025-06-19 10:56:46
2025-06-18 15:30:00-04:00,195.6300048828125,197.11000061035156,195.46600341796875,196.25,7662210,0.0,0.0,2025-06-19 10:56:46
